Year,County,Latitude,Longitude,Soybean,Corn,SeasonalPrep,SeasonalTmax,SeasonalTmin,SeasonalAvgTmax,SeasonalAvgTmin,WetDays,DaysA30,DaysB10,DaysB_2,GDD
2007,DEKALB,41.89354175,-88.77027822,3430,13248,752.8136667,32.77777778,-0.833333333,25.40983607,12.91135398,69,25,53,0,2673.055556
2008,DEKALB,41.89354175,-88.77027822,3228,12710,763.3758333,31.38888889,0,23.61718276,11.47692775,68,5,56,0,2419.305556
2009,DEKALB,41.89354175,-88.77027822,3161,10827,701.3786667,33.61111111,-3.333333333,22.17516697,10.99878567,81,7,65,1,2253.611112
2010,DEKALB,41.89354175,-88.77027822,3853,12132,687.6203333,33.33333333,-0.833333333,25.06527019,12.97814208,71,27,54,0,2671.944445
2011,DEKALB,41.89354175,-88.77027822,4062,12361,729.3004229,35,-0.833333333,23.77352763,12.46964177,65,28,62,0,2520.694445
2012,DEKALB,41.89354175,-88.77027822,3463,10713,341.9214952,37.5,-3.333333333,25.30358227,12.00819672,54,49,66,3,2602.916667
2013,DEKALB,41.89354175,-88.77027822,4008,13033,634.9005167,33.33333333,-1.944444444,24.01487553,12.14025501,68,14,57,0,2513.75
2014,DEKALB,41.89354175,-88.77027822,4035,13053,686.5876016,31.66666667,-3.888888889,23.20127505,11.5376442,70,2,59,1,2416.25
2015,DEKALB,41.89354175,-88.77027822,4116,12300,669.9274191,31.66666667,-3.055555556,23.68852459,12.39829994,73,9,50,2,2498.333334
2016,DEKALB,41.89354175,-88.77027822,4539,14499,711.2697492,32.22222222,0.277777778,24.88160291,13.62477231,72,15,40,0,2685
2017,DEKALB,41.89354175,-88.77027822,3605,13726,778.8923012,34.16666667,0.555555556,24.25774135,12.00667881,68,19,56,0,2487.083334
2018,DEKALB,41.89354175,-88.77027822,4109,12798,738.7884318,34.72222222,-4.166666667,24.75561627,13.08591378,80,30,38,6,2653.333334
2019,DEKALB,41.89354175,-88.77027822,3739,12697,907.790612,33.61111111,-2.777777778,23.79781421,12.82331512,91,24,51,1,2536.805556
1950,DE WITT,40.1746089,-88.90407652,1614,3228,521.395,34.045,-1.425,25.33461749,13.32836066,46,25,42,0,2688.385
1951,DE WITT,40.1746089,-88.90407652,1883,3968,619.995,35.585,-2.205,25.76150273,13.34808743,56,38,41,1,2728.615
1952,DE WITT,40.1746089,-88.90407652,1849,4102,496.005,38.135,-3.41,27.52240437,13.8139071,45,69,50,3,2860.4625
1953,DE WITT,40.1746089,-88.90407652,1917,4035,417.6,39.55,-3.01,28.1681694,13.79655738,34,79,52,1,2884.3475
1954,DE WITT,40.1746089,-88.90407652,1984,4170,488.11,43.34,-0.65,28.47781421,14.96759563,51,82,38,0,2971.35
1955,DE WITT,40.1746089,-88.90407652,1950,4304,615.135,36.91,3.71,27.85174863,14.74393443,55,72,35,0,2916.2775
1956,DE WITT,40.1746089,-88.90407652,2219,5178,565.215,36.525,-3.24,26.93289617,13.36286885,45,58,52,4,2836.9975
1957,DE WITT,40.1746089,-88.90407652,2085,4909,572.595,34.56,0.455,26.53325137,14.40297814,54,45,38,0,2850.185
1958,DE WITT,40.1746089,-88.90407652,1984,4977,745.85,35.125,0.025,25.83756831,13.20196721,63,31,49,0,2726.4975
1959,DE WITT,40.1746089,-88.90407652,2051,4909,452.855,36.24,-0.73,27.64693989,14.82836066,49,79,35,0,2952.95
1960,DE WITT,40.1746089,-88.90407652,2186,5111,601.47,36.355,0.405,26.5570765,14.0804918,59,42,32,0,2818.45
1961,DE WITT,40.1746089,-88.90407652,2219,5918,842.875,33.92,-1.89,26.25636612,13.23502732,54,63,53,0,2761.1975
1962,DE WITT,40.1746089,-88.90407652,2253,6523,500.385,36.915,-3.265,27.42601093,14.17702186,51,52,34,1,2900.56
1963,DE WITT,40.1746089,-88.90407652,2287,6523,339.07,36.06,-1.99,27.44464481,12.62814208,44,61,57,0,2783.7575
1964,DE WITT,40.1746089,-88.90407652,2118,6725,602.25,38.355,-4.41,27.26144809,13.40912568,50,65,47,2,2823.47
1965,DE WITT,40.1746089,-88.90407652,2320,6860,690.755,35.3,0.86,26.73254098,13.62090164,59,44,45,0,2819.75
1966,DE WITT,40.1746089,-88.90407652,2354,6120,504.835,40.075,-4.655,26.35199454,12.37560109,47,54,61,1,2681.215
1967,DE WITT,40.1746089,-88.90407652,2421,7532,479.055,34.68,-1.755,25.25852459,12.02855191,58,38,67,0,2609.72
1968,DE WITT,40.1746089,-88.90407652,2488,6053,704.435,36.165,-0.085,26.23980874,13.53262295,48,50,54,0,2760.205
1969,DE WITT,40.1746089,-88.90407652,2656,7801,597.245,35.34,0.14,26.53786885,13.51117486,55,51,51,0,2795.0025
1970,DE WITT,40.1746089,-88.90407652,2387,6120,694.32,37.595,0.695,26.87300546,14.37510929,66,49,32,0,2870.245
1971,DE WITT,40.1746089,-88.90407652,2690,8339,535.305,36.795,0.16,26.86737705,13.27079235,49,56,49,0,2804.9375
1972,DE WITT,40.1746089,-88.90407652,2656,8003,548.13,34.505,-0.855,26.33051913,13.5834153,56,56,47,0,2779.1375
1973,DE WITT,40.1746089,-88.90407652,2488,8272,677.81,34.15,0.68,26.57284153,14.79456284,66,48,32,0,2888.9925
1974,DE WITT,40.1746089,-88.90407652,1816,6456,586.445,36.71,-2.42,25.09677596,12.99038251,60,36,51,2,2649.275
1975,DE WITT,40.1746089,-88.90407652,2825,9146,713.315,33.935,0.4,26.43204918,14.00759563,65,47,49,0,2827.2775
1976,DE WITT,40.1746089,-88.90407652,2724,9146,432.295,35.17,-1.34,26.22398907,12.27112022,49,45,54,0,2689.75
1977,DE WITT,40.1746089,-88.90407652,2825,7734,766.685,36.06,-1.275,27.01806011,14.46972678,57,60,34,0,2896.6825
1978,DE WITT,40.1746089,-88.90407652,2623,8406,523.825,34.4,-0.345,26.09978142,13.61150273,47,54,50,0,2772.6725
1979,DE WITT,40.1746089,-88.90407652,2757,9012,421.895,33.72,-3.34,26.12740437,12.88494536,44,52,53,2,2734.555
1980,DE WITT,40.1746089,-88.90407652,2455,5447,454.91,37.885,-1.615,27.49065574,14.10535519,49,70,49,0,2896.1775
1981,DE WITT,40.1746089,-88.90407652,2623,8272,893.545,34.61,0.6,25.14218579,13.62434426,63,23,47,0,2708.19
1982,DE WITT,40.1746089,-88.90407652,2892,9482,484.36,34.085,-1.89,25.9684153,13.74472678,66,31,40,0,2762.935
1983,DE WITT,40.1746089,-88.90407652,2387,5918,411.22,38.79,-5.485,27.29617486,14.03961749,53,84,46,4,2854.4525
1984,DE WITT,40.1746089,-88.90407652,2589,8608,471.795,35.27,0.55,26.10617486,13.67199454,66,60,49,0,2774.7075
1985,DE WITT,40.1746089,-88.90407652,3329,9415,469.335,33.81,-2.665,26.26885246,12.82396175,73,35,44,1,2729.255
1986,DE WITT,40.1746089,-88.90407652,3127,10289,706.225,34.66,-2.715,26.53612022,13.03724044,73,49,49,1,2782.505
1987,DE WITT,40.1746089,-88.90407652,3026,10222,454.815,37.885,-6.035,27.79942623,13.08677596,64,72,57,4,2874.305
1988,DE WITT,40.1746089,-88.90407652,2018,5716,199.86,38.19,-4.035,28.20590164,11.58751366,38,85,72,2,2775.805
1989,DE WITT,40.1746089,-88.90407652,3094,9146,616.83,35.43,-1.39,25.96494536,11.45030055,54,38,62,0,2643.43
1990,DE WITT,40.1746089,-88.90407652,2858,9146,818.885,36.605,-2.51,26.12571038,13.42259563,69,51,53,1,2735.945
1991,DE WITT,40.1746089,-88.90407652,3127,8675,564.325,35.885,-0.56,28.01245902,14.8686612,40,94,40,0,2968.75
1992,DE WITT,40.1746089,-88.90407652,2993,10357,502.495,33.56,-1.245,25.47016393,12.47136612,38,28,55,0,2653.295
1993,DE WITT,40.1746089,-88.90407652,3026,9348,833.88,34.19,-1.39,25.47120219,13.3526776,84,41,58,0,2711.7475
1994,DE WITT,40.1746089,-88.90407652,3262,11769,438.425,36.215,1.365,26.49814208,12.58519126,51,55,55,0,2698.325
1995,DE WITT,40.1746089,-88.90407652,2791,7868,591.42,38.175,-0.87,26.81306011,13.87040984,62,70,53,0,2817.1475
1996,DE WITT,40.1746089,-88.90407652,3127,10827,595.21,34.755,-1.05,25.3289071,12.72677596,63,37,56,0,2641.7375
1997,DE WITT,40.1746089,-88.90407652,3060,9953,653.72,35.28,-2.85,25.08672131,12.35918033,65,41,56,1,2603.76
1998,DE WITT,40.1746089,-88.90407652,3228,10020,619.265,34.395,0.175,26.49371585,14.41202186,64,49,37,0,2866.5075
1999,DE WITT,40.1746089,-88.90407652,3497,11231,606.71,36.2,0.21,26.54251366,13.20713115,58,47,57,0,2762.085
2000,DE WITT,40.1746089,-88.90407652,3161,10760,566.675,34.875,-2.985,26.08603825,13.30636612,63,38,47,1,2770.9025
2001,DE WITT,40.1746089,-88.90407652,3228,10626,475.14,35.64,-2.53,26.48360656,13.27322404,70,49,51,2,2764.12
2002,DE WITT,40.1746089,-88.90407652,3497,8944,672.22,36.375,-2.105,26.83226776,14.09530055,69,66,47,1,2863.2775
2003,DE WITT,40.1746089,-88.90407652,2690,12172,619.425,35.885,-2.165,25.56275956,12.99808743,68,29,53,1,2670.3925
2004,DE WITT,40.1746089,-88.90407652,3632,12172,662.91,32.505,0.675,25.81642077,13.24918033,70,20,45,0,2722.875
2005,DE WITT,40.1746089,-88.90407652,3766,10895,439.415,35.6,-1.575,27.33516393,14.37622951,46,75,35,0,2903.16
2006,DE WITT,40.1746089,-88.90407652,3632,11971,596.48,35.19,-2.15,25.94325137,13.91967213,64,42,47,1,2778.785
2007,DE WITT,40.1746089,-88.90407652,3632,12576,389.89,34.995,0.785,28.17508197,15.05120219,44,64,30,0,3021.86
2008,DE WITT,40.1746089,-88.90407652,3295,12038,625.12,32.625,1.835,25.84915301,13.72691257,47,30,45,0,2761.32
2009,DE WITT,40.1746089,-88.90407652,3699,12643,782.575,34.265,0.65,24.69120219,13.56355191,59,18,41,0,2641.87
2010,DE WITT,40.1746089,-88.90407652,4015,10834,706.95,34.735,1.05,27.07959016,14.86068306,53,60,38,0,2943.655
2011,DE WITT,40.1746089,-88.90407652,3766,11944,599.8212667,37.77777778,-1.666666667,25.84092289,13.21493625,53,44,54,0,2716.666667
2012,DE WITT,40.1746089,-88.90407652,3739,9038,575.6104751,38.88888889,-4.166666667,27.31481481,12.44231937,46,68,61,2,2739.722223
2013,DE WITT,40.1746089,-88.90407652,-99,-99,502.2428317,35.55555556,-0.555555556,25.76502732,13.22707954,50,35,47,0,2712.5
2014,DE WITT,40.1746089,-88.90407652,4270,14862,888.3588257,34.44444444,-1.666666667,25.14875531,13.03734062,68,24,50,0,2659.027778
2015,DE WITT,40.1746089,-88.90407652,4264,13975,743.8172902,35,-1.111111111,26.05950213,13.61111111,58,37,44,0,2775.416667
2016,DE WITT,40.1746089,-88.90407652,4176,14425,820.0658122,33.88888889,2.222222222,26.87006679,14.85428051,67,45,33,0,2910
2017,DE WITT,40.1746089,-88.90407652,4432,13524,515.4686061,34.44444444,1.666666667,26.4966606,13.50030358,54,44,43,0,2765.277778
2018,DE WITT,40.1746089,-88.90407652,5044,15131,675.9811412,34.44444444,-2.777777778,26.96417729,14.40649666,61,51,30,4,2912.916667
2019,DE WITT,40.1746089,-88.90407652,-99,-99,642.5024538,35,-0.555555556,26.26593807,14.3442623,69,40,34,0,2828.611112
1950,DOUGLAS,39.76938339,-88.21713628,2018,3430,602.8733333,33.74666667,-2.17,25.73885246,13.18,62,27,44,1,2716.425
1951,DOUGLAS,39.76938339,-88.21713628,1849,3766,559.2733333,35.57,-2.333333333,26.33887067,13.02599271,65,41,47,2,2756.658334
1952,DOUGLAS,39.76938339,-88.21713628,1849,4035,474.56,37.8,-5.073333333,27.86856102,13.55435337,46,81,52,3,2872.751667
1953,DOUGLAS,39.76938339,-88.21713628,1849,4304,356.0133333,39.24666667,-3.69,28.55162113,13.59437158,43,86,54,1,2900.603334
1954,DOUGLAS,39.76938339,-88.21713628,1782,3497,501.4066667,43.97333333,-0.896666667,28.93165756,14.62912568,53,89,40,0,2969.156667
1955,DOUGLAS,39.76938339,-88.21713628,1715,4304,620.59,36.99666667,2.623333333,28.04435337,14.31657559,58,78,40,0,2906.333334
1956,DOUGLAS,39.76938339,-88.21713628,2152,5313,447.37,36.08333333,-3.91,27.34531876,13.07513661,51,61,57,4,2854.341667
1957,DOUGLAS,39.76938339,-88.21713628,1816,4102,671.0733333,34.44333333,-0.076666667,26.85408015,14.39657559,69,52,40,0,2880.551667
1958,DOUGLAS,39.76938339,-88.21713628,1883,5178,654.63,34.79666667,-0.266666667,26.22590164,13.13830601,67,40,52,0,2756.370001
1959,DOUGLAS,39.76938339,-88.21713628,1816,4573,417.3533333,36.51666667,-0.26,28.28216758,14.74721311,52,89,36,0,2990.923334
1960,DOUGLAS,39.76938339,-88.21713628,1883,5380,514.62,36.94,0.106666667,27.21766849,14.23916211,58,54,33,0,2880.78
1961,DOUGLAS,39.76938339,-88.21713628,1883,5380,607.2833333,35.17,0.053333333,26.71515483,13.20473588,57,71,56,0,2785.56
1962,DOUGLAS,39.76938339,-88.21713628,2186,6456,569.52,35.81,-3.963333333,27.69225865,14.4124408,59,58,35,1,2945.096667
1963,DOUGLAS,39.76938339,-88.21713628,2354,7398,479.1933334,35.63666667,-0.463333333,27.55848816,13.09256831,48,62,55,0,2824.41
1964,DOUGLAS,39.76938339,-88.21713628,1782,6120,363.2533333,38.77666667,-3.71,27.62147541,13.91382514,45,73,44,1,2871.826667
1965,DOUGLAS,39.76938339,-88.21713628,2085,7330,648.55,36.06333333,1.46,27.06320583,13.89637523,63,49,40,0,2862.265
1966,DOUGLAS,39.76938339,-88.21713628,1749,5582,533.9933333,39.80333333,-2.89,26.87469945,13.1376867,57,66,56,1,2745.006667
1967,DOUGLAS,39.76938339,-88.21713628,2219,7398,438.2966667,33.91666667,-0.533333333,25.47096539,12.3503643,59,44,59,0,2638.173334
1968,DOUGLAS,39.76938339,-88.21713628,2219,6456,562.0133333,34.89333333,-0.65,26.48550091,13.79989071,60,53,46,0,2790.826667
1969,DOUGLAS,39.76938339,-88.21713628,2724,8406,706.4366667,34.93666667,0.07,26.85635701,13.83542805,64,59,48,0,2836.991667
1970,DOUGLAS,39.76938339,-88.21713628,2219,6120,715.5,37.09666667,1.836666667,27.48187614,14.89686703,69,59,28,0,2946.961667
1971,DOUGLAS,39.76938339,-88.21713628,2421,7936,575.1133333,35.95333333,0.816666667,27.19091075,13.77205829,54,60,48,0,2859.338334
1972,DOUGLAS,39.76938339,-88.21713628,2757,7868,651.6933334,34.62666667,1.116666667,26.76657559,13.70930783,66,61,51,0,2802.545001
1973,DOUGLAS,39.76938339,-88.21713628,2085,7801,795.7866667,34.30666667,1.1,26.95471767,15.06586521,69,54,28,0,2936.716667
1974,DOUGLAS,39.76938339,-88.21713628,1816,6187,656.13,36.64666667,-1.673333333,25.45531876,13.2057377,67,39,47,0,2680.236667
1975,DOUGLAS,39.76938339,-88.21713628,2623,9079,642.6733333,34.71,0.246666667,27.03754098,14.3170674,73,58,43,0,2879.918334
1976,DOUGLAS,39.76938339,-88.21713628,2623,9213,387.38,36.32333333,-0.793333333,26.82315118,12.47493625,53,52,51,0,2737.415
1977,DOUGLAS,39.76938339,-88.21713628,2892,8205,599.2433333,36.20333333,-1.836666667,27.57723133,14.21271403,65,69,33,0,2913.516667
1978,DOUGLAS,39.76938339,-88.21713628,2656,8137,763.9033333,34.66666667,-0.71,26.26979964,13.62934426,65,66,50,0,2782.238334
1979,DOUGLAS,39.76938339,-88.21713628,2825,9012,500.79,34.08333333,-3.046666667,26.32331512,13.32471767,63,50,53,1,2779.675
1980,DOUGLAS,39.76938339,-88.21713628,2757,5515,488.6333333,38.26666667,-1.966666667,27.89014572,14.22903461,53,79,44,0,2927.396667
1981,DOUGLAS,39.76938339,-88.21713628,2724,8810,818.7966667,35.46666667,-0.1,25.89391621,13.66482696,73,40,43,0,2757.756667
1982,DOUGLAS,39.76938339,-88.21713628,2791,9213,490.62,35.07333333,-0.963333333,26.56380692,13.8270674,61,46,37,0,2808.490001
1983,DOUGLAS,39.76938339,-88.21713628,2186,5716,490.9566667,38.40333333,-5.136666667,27.37846995,14.00466302,56,83,49,3,2856.178334
1984,DOUGLAS,39.76938339,-88.21713628,2253,7868,506.2766667,36.11333333,1.4,26.77870674,13.58885246,70,67,48,0,2793.733334
1985,DOUGLAS,39.76938339,-88.21713628,3463,9146,484.0866667,34.85666667,-1.456666667,26.87761384,13.69715847,66,46,36,0,2831.5
1986,DOUGLAS,39.76938339,-88.21713628,3161,10424,669.96,35.76333333,-2.683333333,27.2703643,14.16989071,63,59,38,2,2903.213334
1987,DOUGLAS,39.76938339,-88.21713628,3026,10962,525.7933333,36.47,-4.33,28.05080146,14.60251366,62,83,44,2,2978.441667
1988,DOUGLAS,39.76938339,-88.21713628,2085,5985,263.6333333,39.72,-4.206666667,29.10411658,13.51639344,40,89,55,2,2941.515
1989,DOUGLAS,39.76938339,-88.21713628,3026,8877,571.9666667,36.15333333,-1.183333333,26.17710383,13.34289618,61,41,48,0,2765.463334
1990,DOUGLAS,39.76938339,-88.21713628,2925,9079,661.14,36.81666667,-3.103333333,26.39750455,13.36067395,67,51,52,1,2749.635
1991,DOUGLAS,39.76938339,-88.21713628,2455,6927,413.6333333,37.49666667,-0.21,28.49801457,15.20695811,55,85,35,0,3043.55
1992,DOUGLAS,39.76938339,-88.21713628,3262,10962,610.3566667,36.74666667,-0.61,25.8259745,13.15947177,60,28,52,0,2730.648334
1993,DOUGLAS,39.76938339,-88.21713628,3329,9751,727.0233333,34.48,-0.35,26.21404372,14.40905282,78,56,40,0,2837.145
1994,DOUGLAS,39.76938339,-88.21713628,3430,10827,462.3233333,37.22666667,1.863333333,26.91723133,13.57480874,53,60,45,0,2789.503334
1995,DOUGLAS,39.76938339,-88.21713628,2993,7868,617.6766667,38.20333333,-0.036666667,27.07714026,14.84479053,57,66,41,0,2900.48
1996,DOUGLAS,39.76938339,-88.21713628,2925,8810,756.69,35.66,-0.1,26.28347905,14.00016393,65,52,43,0,2795.035
1997,DOUGLAS,39.76938339,-88.21713628,2825,8743,594.95,37.05666667,-1.88,25.78411658,13.68118397,61,48,47,0,2741.028334
1998,DOUGLAS,39.76938339,-88.21713628,2791,8272,607.28,35.70333333,1.443333333,27.30404372,15.77180328,72,67,32,0,3000.23
1999,DOUGLAS,39.76938339,-88.21713628,3161,9281,484.88,37.89,0.576666667,27.19284153,14.25213115,45,65,46,0,2874.028334
2000,DOUGLAS,39.76938339,-88.21713628,3228,9684,664.6733333,34.49333333,-2.306666667,25.9852459,13.63069217,54,33,46,1,2784.606667
2001,DOUGLAS,39.76938339,-88.21713628,3430,11433,581.8,34.78,-2.396666667,26.54704918,13.9368306,54,54,39,1,2820.281667
2002,DOUGLAS,39.76938339,-88.21713628,3295,9012,704.7133333,36.31666667,-2.09,26.87069217,14.39284153,47,65,46,1,2886.236667
2003,DOUGLAS,39.76938339,-88.21713628,2892,11903,648.93,35.79,-2.07,25.52688525,13.05533698,47,32,52,1,2672.925
2004,DOUGLAS,39.76938339,-88.21713628,3632,12240,496.21,32.76666667,-0.993333333,25.74431694,13.43608379,53,21,44,0,2737.388334
2005,DOUGLAS,39.76938339,-88.21713628,3430,10289,457.3733333,35.46,-1.15,27.09065574,14.49606557,47,66,36,0,2899.633334
2006,DOUGLAS,39.76938339,-88.21713628,3632,11298,367.7566667,35.36333333,-2.35,25.87431694,13.88143898,48,40,49,2,2775.475
2007,DOUGLAS,39.76938339,-88.21713628,3766,12374,422.19,34.67333333,0.19,27.93256831,15.0308561,44,61,30,0,3006.598334
2008,DOUGLAS,39.76938339,-88.21713628,3430,11164,808.11,32.85,1.096666667,25.5357377,13.7284153,62,25,44,0,2735.618334
2009,DOUGLAS,39.76938339,-88.21713628,3699,12038,848.3366667,33.98,0.1,24.51910747,13.74030965,78,20,42,0,2643.488334
2010,DOUGLAS,39.76938339,-88.21713628,3860,11621,611.6233333,35,0.633333333,27.08936248,14.98859745,63,62,35,0,2952.281667
2011,DOUGLAS,39.76938339,-88.21713628,3376,10330,569.5792717,37.77777778,0.555555556,26.14450516,14.46873103,56,54,43,0,2809.722223
2012,DOUGLAS,39.76938339,-88.21713628,3060,6685,374.0785,38.88888889,-0.555555556,27.21007893,14.04371585,41,70,45,0,2827.777778
2013,DOUGLAS,39.76938339,-88.21713628,3504,12582,647.3613333,36.11111111,0,25.61627201,14.25015179,47,30,38,0,2774.166667
2014,DOUGLAS,39.76938339,-88.21713628,4425,15064,649.7568739,33.88888889,-1.111111111,24.75409836,13.87978142,69,21,40,0,2687.5
2015,DOUGLAS,39.76938339,-88.21713628,4506,14062,549.783,33.88888889,0.555555556,25.7225258,14.54159077,55,25,40,0,2816.111111
2016,DOUGLAS,39.76938339,-88.21713628,4533,14028,635.508,33.88888889,4.444444444,26.70916818,15.5616272,59,42,28,0,2953.611112
2017,DOUGLAS,39.76938339,-88.21713628,4284,14250,525.7376667,35,3.333333333,26.37522769,14.59016393,53,37,33,0,2837.222223
2018,DOUGLAS,39.76938339,-88.21713628,5252,16544,690.8376667,35.55555556,-2.222222222,26.90346084,15.86824529,51,50,24,2,3023.888889
2019,DOUGLAS,39.76938339,-88.21713628,4196,13020,558.0803333,35,0,26.10503947,15.06071645,57,36,33,0,2884.166667
1950,DUPAGE,41.85194636,-88.08561377,1547,3632,595.6874873,33.33333333,0.273478261,23.37264275,11.94104036,53,23,59,0,2418.533116
1951,DUPAGE,41.85194636,-88.08561377,1648,3766,602.8808078,32.77777778,-2.222222222,24.48565297,11.96417729,63,22,58,2,2538.492802
1952,DUPAGE,41.85194636,-88.08561377,1782,4439,391.0972944,36.66666667,-3.888888889,25.75304269,12.39097938,44,52,61,2,2654.736739
1953,DUPAGE,41.85194636,-88.08561377,1681,4102,444.8437517,37.77777778,-3.333333333,26.51183971,12.12204007,58,59,63,3,2675
1954,DUPAGE,41.85194636,-88.08561377,1950,4102,913.0301107,36.11111111,-1.666666667,25.8014572,12.94382857,70,49,56,0,2697.41587
1955,DUPAGE,41.85194636,-88.08561377,1580,3430,632.10552,37.77777778,1.666666667,26.76372245,13.56335709,54,57,54,0,2767.934276
1956,DUPAGE,41.85194636,-88.08561377,2118,4439,508.9145604,37.77777778,-3.888888889,25.25197328,12.04451044,70,36,63,4,2625.683817
1957,DUPAGE,41.85194636,-88.08561377,1849,4170,760.6954108,33.88888889,-0.555555556,24.71159684,12.722402,82,28,53,0,2595.555556
1958,DUPAGE,41.85194636,-88.08561377,1749,4304,594.703423,34.44444444,-2.222222222,24.6193271,11.84778279,53,19,65,1,2543.407223
1959,DUPAGE,41.85194636,-88.08561377,1984,4573,587.222994,34.44444444,-2.777777778,26.14634989,13.62423774,60,54,46,2,2776.727054
1960,DUPAGE,41.85194636,-88.08561377,1782,4640,528.926693,36.11111111,-1.111111111,25.17304189,13.04189435,59,29,40,0,2634.722223
1961,DUPAGE,41.85194636,-88.08561377,1984,5178,733.5836324,34.44444444,-3.333333333,24.68123862,12.22499195,49,28,61,2,2591.944445
1962,DUPAGE,41.85194636,-88.08561377,1681,4977,402.8018961,35,-5,26.0210364,13.03535018,48,40,45,1,2703.765894
1963,DUPAGE,41.85194636,-88.08561377,1782,5447,535.5851636,36.66666667,-1.666666667,25.7893139,12.00364299,45,39,60,0,2620
1964,DUPAGE,41.85194636,-88.08561377,1883,5515,530.0318352,36.11111111,-4.444444444,25.73464428,12.67455981,55,47,60,1,2662.49773
1965,DUPAGE,41.85194636,-88.08561377,1883,5582,653.5851659,35.55555556,0,24.9052195,12.27203453,55,30,60,0,2576.010967
1966,DUPAGE,41.85194636,-88.08561377,1648,4977,559.0556159,37.22222222,-3.888888889,25.14137008,11.08907817,51,47,69,2,2522.102029
1967,DUPAGE,41.85194636,-88.08561377,1480,5447,560.4110543,35,-5,24.22480584,10.28233151,63,22,82,7,2435.833334
1968,DUPAGE,41.85194636,-88.08561377,2287,6053,661.9593645,35,-3.333333333,25.56466302,11.83493282,67,41,74,2,2608.174131
1969,DUPAGE,41.85194636,-88.08561377,2152,6254,763.7225939,35,-2.777777778,25.2276867,11.51183971,63,34,65,4,2580
